genres,title,authors,rating,reviews,description,pages
"['Science Fiction', 'Fiction']",Old Man's War,['John Scalzi'],4.19,183467,"John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate",332
"['Classics', 'Historical']",Quo Vadis,"['Henryk Sienkiewicz', 'W.S. Kuniczak', '(Translator)']",4.13,29309,"This glorious saga unfolds against the backdrop of ancient Rome--from the Forum to the Coliseum, from banquet halls to summer retreats in Naples, from the luxurious houses of the nobility to the hovels of the poor, Quo Vadis richly depicts a place and time still captivating to the modern imagination. This radiant translation by W.S. Kuniczak restores the original glory and",589
"['Thriller', 'Fiction']",Killing Floor,['Lee Child'],4.05,276764,"Ex-military policeman Jack Reacher is a drifter. He's just passing through Margrave, Georgia, and in less than an hour, he's arrested for murder. Not much of a welcome. All Jack knows is that he didn't kill anybody. At least not here. Not lately. But he doesn't stand a chance of convincing anyone. not in Margrave, Georgia. Not a chance in hell.",524
"['Classics', 'Fiction']",Old Yeller,['Fred Gipson'],4.08,90965,"At first, Travis couldn't stand the sight of Old Yeller.The stray dog was ugly, and a thieving rascal, too. But he sure was clever, and a smart dog could be a big help on the wild Texas frontier, especially with Papa away on a long cattle drive up to Abilene.Strong and courageous, Old Yeller proved that he could protect Travis's family from any sort of danger. But can Trav",132
"['Science Fiction', 'Fiction']",Solaris,"['Stanisław Lem', 'Steve Cox', '(Translator)', 'Joanna Kilmartin', '(Translator)']",3.99,83631,"A classic work of science fiction by renowned Polish novelist and satirist Stanislaw Lem.When Kris Kelvin arrives at the planet Solaris to study the ocean that covers its surface, he finds a painful, hitherto unconscious memory embodied in the living physical likeness of a long-dead lover. Others examining the planet, Kelvin learns, are plagued with their own repressed and",204
"['Young Adult', 'Science Fiction']",The House of the Scorpion,['Nancy Farmer'],4.04,92770,"With undertones of vampires, Frankenstein, dragons' hoards, and killing fields, Matt's story turns out to be an inspiring tale of friendship, survival, hope, and transcendence. A must-read for teenage fantasy fans.At his coming-of-age party, Matteo Alacrán asks El Patrón's bodyguard, ""How old am I?...I know I don't have a birthday like humans, but I was born."" ""You were ha",380
"['Classics', 'Fiction']",The Tenant of Wildfell Hall,"['Anne Brontë', 'Stevie Davies', '(Editor/Introduction)']",3.98,96793,"Note: Editions of The Tenant that start with: ""You must go back with me..."" are incomplete. Actual opening line of the novel is: ""To J. Halford, Esq. Dear Halford, when we were together last...""This is the story of a woman's struggle for independence. Helen ""Graham"" has returned to Wildfell Hall in flight from a disastrous marriage. Exiled to the desolate moorland mansion,",576
"['Young Adult', 'Fantasy']",Born at Midnight,['C.C. Hunter'],4.10,87591,"Don’t miss this spectacular new series that will steal your heart and haunt your dreams, Welcome to Shadow Falls camp, nestled deep in the woods of a town called Fallen…One night Kylie Galen finds herself at the wrong party, with the wrong people, and it changes her life forever. Her mother ships her off to Shadow Falls—a camp for troubled teens, and within hours of arrivi",398
"['Fantasy', 'Science Fiction']",Vicious,['V.E. Schwab'],4.20,141190,"A masterful tale of ambition, jealousy, desire, and superpowers.Victor and Eli started out as college roommates—brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other. In their senior year, a shared research interest in adrenaline, near-death experiences, and seemingly supernatural events reveals an intriguing possibility: that under",366
"['Classics', 'Fiction']",Just So Stories,['Rudyard Kipling'],4.06,47298,"Librarian's Note: Alternate cover edition can be found here.Twelve stories about animals, insects, and other subjects include How the Camel Got His Hump. The Butterfly That Stamped, and How the Alphabet Was Made..",210
"['Young Adult', 'Fantasy']",Max,['James Patterson'],4.06,70225,"James Patterson's bestselling Maximum Ride series is back, with Max and the gang as The Protectors. Someone--or something--is decimating ships and sea life off Hawaii's coast, and Max and her flock find themselves sucked into the Navy's top-secret investigation of the catastrophe. Their objective: Rescue Max's activist mom from a wicked subterranean enemy. The hitch: They",309
"['Fantasy', 'Fiction']",Perdido Street Station,['China Miéville'],3.95,68560,"Beneath the towering bleached ribs of a dead, ancient beast lies the city of New Crobuzon, where the unsavory deal is stranger to no one--not even to Isaac, a gifted and eccentric scientist who has spent a lifetime quietly carrying out his unique research. But when a half-bird, half-human creature known as the Garuda comes to him from afar, Isaac is faced with challenges h",710
"['Christian', 'Nonfiction']",Mere Christianity,['C.S. Lewis'],4.32,337163,"Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books - The Case for Christianity, Christian Behavior, and Beyond Personality - Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide",168
"['Fiction', 'Contemporary']",Cat's Eye,['Margaret Atwood'],3.92,64815,"Cat's Eye is the story of Elaine Risley, a controversial painter who returns to Toronto, the city of her youth, for a retrospective of her art. Engulfed by vivid images of the past, she reminisces about a trio of girls who initiated her into the fierce politics of childhood and its secret world of friendship, longing, and betrayal. Elaine must come to terms with her own id",462
"['Contemporary', 'Novels']",Body In The Woods,['Behcet Kaya'],4.29,6800,"Award-winning author Behcet Kaya has once again brought his PI protagonist Jack Ludefance to life in a novel of suspense and mystery, filled with indelible characters, and laced with threads of credible circumstances, in his latest book titled Body in the Woods.Set in the hills in Malibu, California, Jack is asked by his friend, a wealthy businessman in the military defens",389
"['Nonfiction', 'Business']",The Tipping Point: How Little Things Can Make a Big Difference,['Malcolm Gladwell'],3.98,744192,"An alternate cover edition exists here.The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This wid",301
"['Fiction', 'Contemporary']",Broken Promises (Past Imperfect Mystery Book 1),['Anne  Willow'],4.29,6627,"Julia needed a new start. The unexpected death of her favorite aunt sends Julia to the artist town of Grand Marais. There she starts to weave tattered threads into a new tapestry while rediscovering her love of sketching and running the antique shop, Past Imperfect. Everything is just starting to go right when a mysterious package arrives bearing an antique letter opener a",229
"['Womens Fiction', 'Chick Lit']",Can You Keep a Secret?,['Sophie Kinsella'],3.84,407124,"Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with an",374
"['Young Adult', 'Contemporary']",The Sky Is Everywhere,['Jandy Nelson'],3.97,100813,"Adrift after her sister Bailey's sudden death, Lennie finds herself torn between quiet, seductive Toby—Bailey's boyfriend who shares her grief—and Joe, the new boy in town who bursts with life and musical genius. Each offers Lennie something she desperately needs... though she knows if the two of them collide her whole world will explode.Join Lennie on this heartbreaking a",275
"['Fantasy', 'Fiction']",Fantastic Beasts and Where to Find Them,"['Newt Scamander', '(Pseudonym)', 'J.K. Rowling']",3.96,372177,"An approved textbook at Hogwarts School of Witchcraft and Wizardry since publication, Newt Scamander's masterpiece has entertained wizarding families through the generations. Fantastic Beasts and Where to Find Them is an indispensable introduction to the magical beasts of the Wizarding World. Scamander's years of travel and research have created a tome of unparalleled impo",128
"['Fantasy', 'Fiction']",Reaper Man,['Terry Pratchett'],4.24,93300,"'Death has to happen. That's what bein' alive is all about. You're alive, and then you're dead. It can't just stop happening.'But it can. And it has. So what happens after death is now less of a philosophical question than a question of actual reality. On the Disc, as here, they need Death. If Death doesn't come for you, then what are you supposed to do in the meantime? Yo",352
"['Fiction', 'Contemporary']",The Casual Vacancy,['J.K. Rowling'],3.31,320344,"A BIG NOVEL ABOUT A SMALL TOWN ...When Barry Fairbrother dies in his early forties, the town of Pagford is left in shock.Pagford is, seemingly, an English idyll, with a cobbled market square and an ancient abbey, but what lies behind the pretty façade is a town at war.Rich at war with poor, teenagers at war with their parents, wives at war with their husbands, teachers at",503
"['Fantasy', 'Fantasy']",The Serpent's Shadow,['Rick Riordan'],4.27,139153,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are di",406
"['Young Adult', 'Science Fiction']",Extras,['Scott Westerfeld'],3.61,114638,"A few years after rebel Tally Youngblood takes down the Specials regime, a cultural renaissance sweeps the world. “Tech-heads” flaunt their latest gadgets, “kickers” spread gossip and trends, and “surge monkeys” are hooked on extreme plastic surgery. Popularity rules, and everyone craves fame.Fifteen-year-old Aya Fuse is no exception. But Aya’s face rank is so low, she’s a",417
"['Fiction', 'Historical']",Ragtime,['E.L. Doctorow'],3.88,40725,"Published in 1975, Ragtime changed our very concept of what a novel could be. An extraordinary tapestry, Ragtime captures the spirit of America in the era between the turn of the century & the First World War. The story opens in 1906 in New Rochelle, NY, at the home of an affluent American family. One lazy Sunday afternoon, the famous escape artist Harry Houdini swerves hi",320
